Open,High,Low,Close,Volume,Date,Time
118.01000213623047,118.12000274658203,117.41100311279297,117.5199966430664,273933,2023-07-03,09:30:00
117.5199966430664,117.93499755859375,117.23999786376953,117.93000030517578,46942,2023-07-03,09:31:00
117.93000030517578,118.25,117.75599670410156,118.16999816894531,41185,2023-07-03,09:32:00
118.177001953125,118.177001953125,117.90010070800781,118.01000213623047,18803,2023-07-03,09:33:00
118.01000213623047,118.01000213623047,117.80999755859375,117.98999786376953,15700,2023-07-03,09:34:00
117.94000244140625,117.94000244140625,117.73999786376953,117.76000213623047,24062,2023-07-03,09:35:00
117.75,117.75,117.52999877929688,117.56659698486328,37235,2023-07-03,09:36:00
117.58999633789062,117.76000213623047,117.4000015258789,117.58999633789062,27813,2023-07-03,09:37:00
117.58999633789062,117.7699966430664,117.51000213623047,117.7699966430664,26134,2023-07-03,09:38:00
117.7750015258789,117.95999908447266,117.7750015258789,117.88999938964844,20048,2023-07-03,09:39:00
117.9000015258789,118.12999725341797,117.9000015258789,118.08999633789062,37883,2023-07-03,09:40:00
118.11000061035156,118.12000274658203,117.9800033569336,118.00499725341797,27110,2023-07-03,09:41:00
118.01000213623047,118.08000183105469,117.8499984741211,117.94999694824219,18253,2023-07-03,09:42:00
117.91500091552734,117.91999816894531,117.7750015258789,117.8949966430664,15152,2023-07-03,09:43:00
117.91000366210938,118.02999877929688,117.8499984741211,117.88999938964844,17355,2023-07-03,09:44:00
117.92990112304688,117.98999786376953,117.66000366210938,117.91999816894531,19299,2023-07-03,09:45:00
117.91500091552734,118.00499725341797,117.83999633789062,117.93000030517578,24502,2023-07-03,09:46:00
117.9000015258789,117.9000015258789,117.7699966430664,117.7699966430664,25678,2023-07-03,09:47:00
117.76499938964844,117.83999633789062,117.5999984741211,117.5999984741211,20097,2023-07-03,09:48:00
117.57849884033203,117.75,117.51499938964844,117.75,14959,2023-07-03,09:49:00
117.79000091552734,117.79000091552734,117.625,117.66000366210938,10870,2023-07-03,09:50:00
117.66999816894531,117.69999694824219,117.54000091552734,117.68479919433594,14104,2023-07-03,09:51:00
117.69999694824219,117.69999694824219,117.52999877929688,117.55860137939453,26217,2023-07-03,09:52:00
117.55999755859375,117.56999969482422,117.44059753417969,117.44059753417969,17907,2023-07-03,09:53:00
117.44000244140625,117.47000122070312,117.30999755859375,117.36000061035156,25871,2023-07-03,09:54:00
117.4000015258789,117.41500091552734,117.26000213623047,117.28810119628906,28294,2023-07-03,09:55:00
117.29000091552734,117.48999786376953,117.19999694824219,117.43000030517578,29820,2023-07-03,09:56:00
117.44000244140625,117.47000122070312,117.33000183105469,117.375,20713,2023-07-03,09:57:00
117.38300323486328,117.44999694824219,117.29000091552734,117.3499984741211,17526,2023-07-03,09:58:00
117.33000183105469,117.43000030517578,117.30999755859375,117.37000274658203,26973,2023-07-03,09:59:00
