Open,High,Low,Close,Volume,Date,Time
193.77999877929688,193.86000061035156,193.5399932861328,193.72000122070312,2474032,2023-07-03,09:30:00
193.72000122070312,193.8800048828125,193.69000244140625,193.87100219726562,275941,2023-07-03,09:31:00
193.86000061035156,193.8800048828125,193.3800048828125,193.4868927001953,316037,2023-07-03,09:32:00
193.48500061035156,193.5500030517578,193.1699981689453,193.39999389648438,280834,2023-07-03,09:33:00
193.38499450683594,193.4600067138672,193.22999572753906,193.33999633789062,211485,2023-07-03,09:34:00
193.35000610351562,193.39500427246094,193.1999969482422,193.3000030517578,206131,2023-07-03,09:35:00
193.2899932861328,193.41000366210938,193.1999969482422,193.2100067138672,222459,2023-07-03,09:36:00
193.30999755859375,193.36000061035156,193.125,193.30999755859375,262336,2023-07-03,09:37:00
193.3000030517578,193.63999938964844,193.25999450683594,193.5417938232422,377854,2023-07-03,09:38:00
193.5404052734375,193.63999938964844,193.25,193.29400634765625,216070,2023-07-03,09:39:00
193.2899932861328,193.44500732421875,193.22999572753906,193.40499877929688,196570,2023-07-03,09:40:00
193.4116973876953,193.4998016357422,193.39500427246094,193.49349975585938,133559,2023-07-03,09:41:00
193.5,193.63999938964844,193.3979949951172,193.60000610351562,191912,2023-07-03,09:42:00
193.59219360351562,193.63999938964844,193.4199981689453,193.4595947265625,168274,2023-07-03,09:43:00
193.4499969482422,193.50999450683594,193.39999389648438,193.47000122070312,126799,2023-07-03,09:44:00
193.47000122070312,193.4949951171875,193.16000366210938,193.1699981689453,224361,2023-07-03,09:45:00
193.1699981689453,193.1699981689453,192.8000030517578,192.90499877929688,461844,2023-07-03,09:46:00
192.89999389648438,193.0800018310547,192.87600708007812,193.07000732421875,264641,2023-07-03,09:47:00
193.05999755859375,193.2100067138672,192.97999572753906,193.07420349121094,233800,2023-07-03,09:48:00
193.07000732421875,193.18499755859375,193.00999450683594,193.02000427246094,184997,2023-07-03,09:49:00
193.02999877929688,193.16000366210938,193.0,193.05499267578125,207890,2023-07-03,09:50:00
193.05999755859375,193.07000732421875,192.8800048828125,193.02000427246094,248988,2023-07-03,09:51:00
193.02000427246094,193.1699981689453,192.97999572753906,193.08999633789062,304071,2023-07-03,09:52:00
193.10000610351562,193.14500427246094,193.07000732421875,193.13009643554688,98389,2023-07-03,09:53:00
193.12899780273438,193.1699981689453,192.92999267578125,192.93499755859375,205319,2023-07-03,09:54:00
192.92999267578125,192.97999572753906,192.89999389648438,192.94000244140625,163683,2023-07-03,09:55:00
192.93499755859375,193.0,192.8800048828125,192.92999267578125,169562,2023-07-03,09:56:00
192.93499755859375,193.0623016357422,192.85000610351562,193.0500030517578,205120,2023-07-03,09:57:00
193.0417938232422,193.07000732421875,192.92999267578125,192.9398956298828,175026,2023-07-03,09:58:00
192.93499755859375,192.9600067138672,192.85000610351562,192.94000244140625,185273,2023-07-03,09:59:00
192.92999267578125,193.0699005126953,192.85000610351562,193.05999755859375,242574,2023-07-03,10:00:00
193.05999755859375,193.07000732421875,192.9499969482422,192.96319580078125,176609,2023-07-03,10:01:00
192.97500610351562,193.14999389648438,192.95899963378906,193.02999877929688,165813,2023-07-03,10:02:00
193.0399932861328,193.08709716796875,192.9499969482422,192.99000549316406,115598,2023-07-03,10:03:00
192.99200439453125,193.10000610351562,192.99000549316406,193.05499267578125,125494,2023-07-03,10:04:00
193.05499267578125,193.08999633789062,192.97999572753906,192.99000549316406,126489,2023-07-03,10:05:00
192.99819946289062,193.10000610351562,192.97000122070312,193.0500030517578,107749,2023-07-03,10:06:00
193.0500030517578,193.125,193.0,193.0319061279297,133242,2023-07-03,10:07:00
193.0399932861328,193.0500030517578,192.92999267578125,192.9499969482422,112139,2023-07-03,10:08:00
192.9600067138672,193.14999389648438,192.9550018310547,193.13279724121094,147017,2023-07-03,10:09:00
193.1309051513672,193.14010620117188,193.01199340820312,193.02499389648438,124369,2023-07-03,10:10:00
193.0399932861328,193.0800018310547,193.0,193.05999755859375,103025,2023-07-03,10:11:00
193.05999755859375,193.07940673828125,192.97000122070312,192.97999572753906,142963,2023-07-03,10:12:00
192.97999572753906,193.1199951171875,192.97500610351562,193.03990173339844,132421,2023-07-03,10:13:00
193.0399932861328,193.05999755859375,192.9199981689453,192.97500610351562,104102,2023-07-03,10:14:00
192.97000122070312,193.0,192.92999267578125,192.97500610351562,81486,2023-07-03,10:15:00
192.9709014892578,192.99000549316406,192.9199981689453,192.9622039794922,90486,2023-07-03,10:16:00
192.97500610351562,193.0,192.9250030517578,192.9600067138672,79766,2023-07-03,10:17:00
192.9600067138672,192.97999572753906,192.88250732421875,192.89999389648438,121310,2023-07-03,10:18:00
192.89500427246094,192.97000122070312,192.8699951171875,192.96670532226562,83691,2023-07-03,10:19:00
192.96119689941406,193.00999450683594,192.95199584960938,192.96409606933594,90967,2023-07-03,10:20:00
192.9600067138672,192.9600067138672,192.80999755859375,192.8249969482422,215552,2023-07-03,10:21:00
192.8300018310547,192.9868927001953,192.80499267578125,192.97999572753906,175668,2023-07-03,10:22:00
192.97000122070312,193.0800018310547,192.9499969482422,193.0050048828125,179614,2023-07-03,10:23:00
193.0,193.07000732421875,192.94000244140625,192.9550018310547,113500,2023-07-03,10:24:00
192.9600067138672,193.00999450683594,192.94000244140625,192.95989990234375,105050,2023-07-03,10:25:00
192.9600067138672,193.02499389648438,192.94000244140625,193.02000427246094,95141,2023-07-03,10:26:00
193.02000427246094,193.0211944580078,192.92999267578125,192.9499969482422,93196,2023-07-03,10:27:00
192.9600067138672,192.97000122070312,192.88999938964844,192.91000366210938,80905,2023-07-03,10:28:00
192.9149932861328,192.94000244140625,192.88250732421875,192.9149932861328,71297,2023-07-03,10:29:00
192.9149932861328,192.92999267578125,192.80999755859375,192.90499877929688,98545,2023-07-03,10:30:00
192.90499877929688,192.90499877929688,192.72999572753906,192.7449951171875,133441,2023-07-03,10:31:00
192.74000549316406,192.75,192.5500030517578,192.60499572753906,206294,2023-07-03,10:32:00
192.61000061035156,192.7050018310547,192.60499572753906,192.63499450683594,116715,2023-07-03,10:33:00
192.63999938964844,192.6699981689453,192.610107421875,192.63999938964844,98328,2023-07-03,10:34:00
192.64999389648438,192.69000244140625,192.56080627441406,192.59500122070312,94165,2023-07-03,10:35:00
192.59730529785156,192.59930419921875,192.4600067138672,192.50999450683594,277052,2023-07-03,10:36:00
192.50999450683594,192.54209899902344,192.44000244140625,192.47999572753906,232298,2023-07-03,10:37:00
192.47999572753906,192.49000549316406,192.32000732421875,192.32989501953125,172813,2023-07-03,10:38:00
192.3300018310547,192.39129638671875,192.32000732421875,192.36000061035156,98298,2023-07-03,10:39:00
192.36000061035156,192.39500427246094,192.31500244140625,192.35000610351562,130097,2023-07-03,10:40:00
192.35000610351562,192.3791046142578,192.27999877929688,192.33009338378906,126418,2023-07-03,10:41:00
192.3300018310547,192.3300018310547,192.24000549316406,192.24000549316406,116383,2023-07-03,10:42:00
192.25,192.25,192.05999755859375,192.139892578125,277537,2023-07-03,10:43:00
192.1300048828125,192.13999938964844,192.0399932861328,192.07859802246094,166754,2023-07-03,10:44:00
192.07000732421875,192.1300048828125,192.00999450683594,192.01010131835938,187977,2023-07-03,10:45:00
192.02000427246094,192.05999755859375,191.86000061035156,191.8690948486328,392915,2023-07-03,10:46:00
191.8699951171875,191.9600067138672,191.7899932861328,191.95010375976562,297033,2023-07-03,10:47:00
191.9550018310547,191.95989990234375,191.77999877929688,191.7949981689453,140378,2023-07-03,10:48:00
191.7949981689453,192.0,191.75999450683594,191.99000549316406,185560,2023-07-03,10:49:00
191.9949951171875,192.14500427246094,191.99000549316406,192.10000610351562,241272,2023-07-03,10:50:00
192.10000610351562,192.1199951171875,191.9600067138672,191.97500610351562,125920,2023-07-03,10:51:00
191.9801025390625,192.02999877929688,191.92999267578125,191.98500061035156,126805,2023-07-03,10:52:00
191.98500061035156,191.99009704589844,191.85000610351562,191.92999267578125,220141,2023-07-03,10:53:00
191.92999267578125,191.94509887695312,191.85000610351562,191.85760498046875,107840,2023-07-03,10:54:00
191.85609436035156,191.91000366210938,191.82000732421875,191.90989685058594,118633,2023-07-03,10:55:00
191.89999389648438,192.06309509277344,191.8699951171875,192.05999755859375,145498,2023-07-03,10:56:00
192.06069946289062,192.1699981689453,192.02000427246094,192.1300048828125,196518,2023-07-03,10:57:00
192.1300048828125,192.1300048828125,191.97000122070312,191.98500061035156,131494,2023-07-03,10:58:00
191.99000549316406,192.07000732421875,191.97000122070312,191.97900390625,105954,2023-07-03,10:59:00
191.97500610351562,192.0399932861328,191.9550018310547,191.9705047607422,90964,2023-07-03,11:00:00
191.97500610351562,192.0,191.94239807128906,191.98150634765625,83966,2023-07-03,11:01:00
192.09719848632812,192.13999938964844,192.05999755859375,192.0699005126953,174008,2023-07-03,11:02:00
192.05999755859375,192.0800018310547,191.9600067138672,191.96499633789062,124225,2023-07-03,11:03:00
191.96009826660156,192.07989501953125,191.91000366210938,192.00999450683594,108366,2023-07-03,11:04:00
192.01170349121094,192.1300048828125,191.98500061035156,192.10499572753906,121883,2023-07-03,11:05:00
192.11000061035156,192.1199951171875,192.02499389648438,192.0500030517578,97296,2023-07-03,11:06:00
192.0449981689453,192.11000061035156,192.02999877929688,192.0625,81091,2023-07-03,11:07:00
192.0749969482422,192.13999938964844,192.05499267578125,192.09129333496094,97701,2023-07-03,11:08:00
192.08999633789062,192.0998992919922,192.02000427246094,192.0500030517578,103842,2023-07-03,11:09:00
192.05999755859375,192.11940002441406,192.00999450683594,192.03990173339844,85217,2023-07-03,11:10:00
192.03500366210938,192.0500030517578,191.9499969482422,191.99000549316406,158586,2023-07-03,11:11:00
191.97999572753906,192.01499938964844,191.97000122070312,192.0050048828125,89900,2023-07-03,11:12:00
192.0050048828125,192.17999267578125,192.0050048828125,192.16650390625,147923,2023-07-03,11:13:00
192.1649932861328,192.33999633789062,192.15499877929688,192.3090057373047,166993,2023-07-03,11:14:00
192.30340576171875,192.30999755859375,192.14039611816406,192.14039611816406,173051,2023-07-03,11:15:00
192.14990234375,192.22999572753906,192.13999938964844,192.20260620117188,114980,2023-07-03,11:16:00
192.21499633789062,192.2689971923828,192.1999969482422,192.24000549316406,91232,2023-07-03,11:17:00
192.25,192.25999450683594,192.17160034179688,192.17160034179688,124536,2023-07-03,11:18:00
192.17930603027344,192.1999969482422,192.13999938964844,192.1699981689453,89950,2023-07-03,11:19:00
192.17999267578125,192.33999633789062,192.1750030517578,192.29330444335938,112532,2023-07-03,11:20:00
192.2949981689453,192.30999755859375,192.24000549316406,192.29200744628906,78708,2023-07-03,11:21:00
192.2899932861328,192.2949981689453,192.21499633789062,192.22000122070312,61658,2023-07-03,11:22:00
192.22000122070312,192.30499267578125,192.17999267578125,192.3000030517578,72418,2023-07-03,11:23:00
192.2899932861328,192.4250030517578,192.2899932861328,192.39500427246094,107373,2023-07-03,11:24:00
192.3990936279297,192.4499969482422,192.3686981201172,192.39999389648438,115792,2023-07-03,11:25:00
192.40870666503906,192.4149932861328,192.24000549316406,192.2550048828125,104551,2023-07-03,11:26:00
192.25,192.38999938964844,192.2209930419922,192.38330078125,77999,2023-07-03,11:27:00
192.3804931640625,192.41000366210938,192.3000030517578,192.3300018310547,77251,2023-07-03,11:28:00
192.32000732421875,192.3699951171875,192.3000030517578,192.35499572753906,63940,2023-07-03,11:29:00
192.36000061035156,192.5,192.36000061035156,192.4949951171875,128892,2023-07-03,11:30:00
192.4949951171875,192.5,192.3350067138672,192.35940551757812,117622,2023-07-03,11:31:00
192.36990356445312,192.3699951171875,192.31500244140625,192.33009338378906,61529,2023-07-03,11:32:00
192.3321990966797,192.3321990966797,192.2050018310547,192.21839904785156,68476,2023-07-03,11:33:00
192.2100067138672,192.25,192.1699981689453,192.22999572753906,72728,2023-07-03,11:34:00
192.22999572753906,192.22999572753906,192.16009521484375,192.19000244140625,52146,2023-07-03,11:35:00
192.2050018310547,192.25999450683594,192.19009399414062,192.2041015625,64577,2023-07-03,11:36:00
192.2198944091797,192.298095703125,192.20010375976562,192.2899932861328,48496,2023-07-03,11:37:00
192.27999877929688,192.3917999267578,192.27999877929688,192.38999938964844,120929,2023-07-03,11:38:00
192.39990234375,192.49000549316406,192.3885040283203,192.44000244140625,127397,2023-07-03,11:39:00
192.44009399414062,192.4499969482422,192.3699951171875,192.38209533691406,77584,2023-07-03,11:40:00
192.38999938964844,192.39500427246094,192.32000732421875,192.38999938964844,77427,2023-07-03,11:41:00
192.38499450683594,192.3988037109375,192.27499389648438,192.27499389648438,77961,2023-07-03,11:42:00
192.27000427246094,192.2873992919922,192.16220092773438,192.1782989501953,81552,2023-07-03,11:43:00
192.1750030517578,192.22500610351562,192.1699981689453,192.2050018310547,64502,2023-07-03,11:44:00
192.2012939453125,192.27999877929688,192.17999267578125,192.27499389648438,42524,2023-07-03,11:45:00
192.27589416503906,192.3000030517578,192.2100067138672,192.2899932861328,49258,2023-07-03,11:46:00
192.2899932861328,192.33999633789062,192.27999877929688,192.3350067138672,68841,2023-07-03,11:47:00
192.3350067138672,192.37640380859375,192.26010131835938,192.30990600585938,97591,2023-07-03,11:48:00
192.3000030517578,192.33990478515625,192.25,192.33160400390625,72118,2023-07-03,11:49:00
192.33999633789062,192.38999938964844,192.3300018310547,192.35499572753906,55564,2023-07-03,11:50:00
192.35000610351562,192.36000061035156,192.3000030517578,192.32989501953125,58921,2023-07-03,11:51:00
