Open,High,Low,Close,Volume,Date,Time
115.47000122070312,115.57969665527344,115.44000244140625,115.56999969482422,102518,2023-08-07,09:30:00
115.54000091552734,115.69000244140625,115.44999694824219,115.48500061035156,317839,2023-08-07,09:31:00
115.5,115.83000183105469,115.36000061035156,115.54000091552734,126742,2023-08-07,09:32:00
115.56999969482422,115.56999969482422,115.11000061035156,115.30999755859375,34865,2023-08-07,09:33:00
115.37000274658203,115.625,115.28679656982422,115.44999694824219,53716,2023-08-07,09:34:00
115.44000244140625,115.47000122070312,115.18000030517578,115.38800048828125,23287,2023-08-07,09:35:00
115.44000244140625,115.5,115.33499908447266,115.36499786376953,15359,2023-08-07,09:36:00
115.33000183105469,115.4000015258789,115.23500061035156,115.3550033569336,45634,2023-08-07,09:37:00
115.37000274658203,115.47000122070312,115.33000183105469,115.44000244140625,35333,2023-08-07,09:38:00
115.44000244140625,115.51499938964844,115.3499984741211,115.3550033569336,25473,2023-08-07,09:39:00
115.33000183105469,115.54000091552734,115.33000183105469,115.53800201416016,29236,2023-08-07,09:40:00
115.54000091552734,115.55999755859375,115.2300033569336,115.55999755859375,33189,2023-08-07,09:41:00
115.53009796142578,115.63999938964844,115.4800033569336,115.52999877929688,26804,2023-08-07,09:42:00
115.55000305175781,115.68000030517578,115.48999786376953,115.65499877929688,54768,2023-08-07,09:43:00
115.65499877929688,115.65499877929688,115.44000244140625,115.48999786376953,43425,2023-08-07,09:44:00
115.45999908447266,115.75499725341797,115.3499984741211,115.70999908447266,39731,2023-08-07,09:45:00
115.70999908447266,115.75,115.5374984741211,115.74500274658203,19172,2023-08-07,09:46:00
115.74929809570312,115.80000305175781,115.6500015258789,115.7249984741211,30479,2023-08-07,09:47:00
115.75,116.18000030517578,115.75,116.05000305175781,113855,2023-08-07,09:48:00
116.01000213623047,116.05999755859375,115.91999816894531,116.05000305175781,36311,2023-08-07,09:49:00
116.05999755859375,116.20999908447266,116.05999755859375,116.16999816894531,74438,2023-08-07,09:50:00
116.1500015258789,116.33000183105469,116.0999984741211,116.30999755859375,52922,2023-08-07,09:51:00
116.31999969482422,116.37999725341797,116.26000213623047,116.2699966430664,60086,2023-08-07,09:52:00
116.27999877929688,116.33000183105469,116.18000030517578,116.18000030517578,32479,2023-08-07,09:53:00
116.18000030517578,116.23999786376953,116.08000183105469,116.1050033569336,28248,2023-08-07,09:54:00
116.1050033569336,116.18109893798828,116.0103988647461,116.0103988647461,24884,2023-08-07,09:55:00
116.03500366210938,116.0999984741211,115.94999694824219,115.95500183105469,19920,2023-08-07,09:56:00
115.93000030517578,116.04000091552734,115.93000030517578,116.04000091552734,13815,2023-08-07,09:57:00
116.0250015258789,116.18000030517578,116.0,116.12000274658203,32055,2023-08-07,09:58:00
116.11000061035156,116.17500305175781,116.0802993774414,116.16999816894531,24362,2023-08-07,09:59:00
116.1500015258789,116.16999816894531,115.97000122070312,116.0,37874,2023-08-07,10:00:00
116.00499725341797,116.01000213623047,115.81999969482422,115.81999969482422,25895,2023-08-07,10:01:00
115.80000305175781,115.80999755859375,115.61000061035156,115.70999908447266,18897,2023-08-07,10:02:00
115.69999694824219,115.88999938964844,115.62000274658203,115.88999938964844,28980,2023-08-07,10:03:00
115.83000183105469,115.9800033569336,115.77999877929688,115.88999938964844,31418,2023-08-07,10:04:00
115.8949966430664,115.98999786376953,115.86000061035156,115.93000030517578,20658,2023-08-07,10:05:00
115.93000030517578,115.9800033569336,115.91000366210938,115.92009735107422,18875,2023-08-07,10:06:00
115.93360137939453,116.04000091552734,115.87000274658203,116.0199966430664,54622,2023-08-07,10:07:00
116.02999877929688,116.20999908447266,116.02999877929688,116.1322021484375,28520,2023-08-07,10:08:00
116.11250305175781,116.11499786376953,115.87000274658203,115.89230346679688,18424,2023-08-07,10:09:00
115.8895034790039,115.8895034790039,115.7699966430664,115.79000091552734,19320,2023-08-07,10:10:00
115.80000305175781,115.9000015258789,115.72000122070312,115.72000122070312,11665,2023-08-07,10:11:00
115.70999908447266,115.72000122070312,115.5510025024414,115.5510025024414,15021,2023-08-07,10:12:00
115.55999755859375,115.55999755859375,115.45999908447266,115.4800033569336,11196,2023-08-07,10:13:00
115.45999908447266,115.58000183105469,115.41999816894531,115.44999694824219,35948,2023-08-07,10:14:00
115.41000366210938,115.4800033569336,115.37999725341797,115.38500213623047,12112,2023-08-07,10:15:00
115.37000274658203,115.4800033569336,115.37000274658203,115.44999694824219,24334,2023-08-07,10:16:00
115.43229675292969,115.44000244140625,115.29000091552734,115.41000366210938,17093,2023-08-07,10:17:00
115.43000030517578,115.43000030517578,115.26000213623047,115.26000213623047,10968,2023-08-07,10:18:00
115.26000213623047,115.45999908447266,115.26000213623047,115.37999725341797,17291,2023-08-07,10:19:00
115.38999938964844,115.43000030517578,115.31999969482422,115.31999969482422,15344,2023-08-07,10:20:00
115.33999633789062,115.5199966430664,115.30999755859375,115.5199966430664,30297,2023-08-07,10:21:00
115.5199966430664,115.55989837646484,115.5,115.5199966430664,5839,2023-08-07,10:22:00
115.51000213623047,115.61499786376953,115.48999786376953,115.61499786376953,12648,2023-08-07,10:23:00
115.61499786376953,115.61499786376953,115.55069732666016,115.55069732666016,8169,2023-08-07,10:24:00
115.58000183105469,115.6530990600586,115.55999755859375,115.63999938964844,10856,2023-08-07,10:25:00
115.62999725341797,115.75,115.58999633789062,115.72000122070312,11161,2023-08-07,10:26:00
115.70999908447266,115.72000122070312,115.55999755859375,115.5999984741211,24533,2023-08-07,10:27:00
115.61000061035156,115.62999725341797,115.45999908447266,115.47000122070312,24143,2023-08-07,10:28:00
115.47000122070312,115.5199966430664,115.44999694824219,115.5199966430664,13473,2023-08-07,10:29:00
115.51000213623047,115.55000305175781,115.47000122070312,115.5199966430664,14599,2023-08-07,10:30:00
115.52999877929688,115.62999725341797,115.4800033569336,115.62999725341797,12047,2023-08-07,10:31:00
115.62999725341797,115.72000122070312,115.5999984741211,115.69000244140625,35316,2023-08-07,10:32:00
115.69000244140625,115.69999694824219,115.62999725341797,115.63400268554688,5782,2023-08-07,10:33:00
115.625,115.625,115.4646987915039,115.52249908447266,35668,2023-08-07,10:34:00
115.52999877929688,115.69000244140625,115.5199966430664,115.69000244140625,13094,2023-08-07,10:35:00
115.72000122070312,115.86000061035156,115.69999694824219,115.84500122070312,11813,2023-08-07,10:36:00
115.87000274658203,115.9000015258789,115.83000183105469,115.8667984008789,8337,2023-08-07,10:37:00
115.91000366210938,115.91000366210938,115.85070037841797,115.875,14883,2023-08-07,10:38:00
115.87999725341797,115.94000244140625,115.75,115.80000305175781,14196,2023-08-07,10:39:00
115.80290222167969,115.81999969482422,115.66999816894531,115.71499633789062,11408,2023-08-07,10:40:00
115.71240234375,115.83999633789062,115.70919799804688,115.81999969482422,14904,2023-08-07,10:41:00
115.81999969482422,115.83999633789062,115.69129943847656,115.70999908447266,13238,2023-08-07,10:42:00
115.70999908447266,115.83999633789062,115.70999908447266,115.80999755859375,15830,2023-08-07,10:43:00
115.79000091552734,115.79000091552734,115.65010070800781,115.66000366210938,9216,2023-08-07,10:44:00
115.65499877929688,115.81999969482422,115.63999938964844,115.72000122070312,14570,2023-08-07,10:45:00
115.73999786376953,115.80000305175781,115.72000122070312,115.78500366210938,14137,2023-08-07,10:46:00
115.7699966430664,115.79000091552734,115.73500061035156,115.73999786376953,6580,2023-08-07,10:47:00
115.72000122070312,115.79499816894531,115.69999694824219,115.79499816894531,7693,2023-08-07,10:48:00
115.79499816894531,115.80000305175781,115.72000122070312,115.75,21294,2023-08-07,10:49:00
115.75,115.75,115.55999755859375,115.56999969482422,24933,2023-08-07,10:50:00
115.58999633789062,115.58999633789062,115.43000030517578,115.4749984741211,28505,2023-08-07,10:51:00
115.45999908447266,115.54000091552734,115.41000366210938,115.54000091552734,10664,2023-08-07,10:52:00
115.54000091552734,115.58999633789062,115.48999786376953,115.48999786376953,9841,2023-08-07,10:53:00
115.47000122070312,115.5,115.41999816894531,115.41999816894531,31082,2023-08-07,10:54:00
115.44000244140625,115.44000244140625,115.24500274658203,115.25,13659,2023-08-07,10:55:00
