Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,19.779285430908203,19.821428298950195,19.343929290771484,19.608213424682617,16.791187286376953,560518000
2013-01-03,19.567142486572266,19.63107109069824,19.321428298950195,19.360713958740234,16.579240798950195,352965200
2013-01-04,19.177499771118164,19.236785888671875,18.77964210510254,18.821428298950195,16.117429733276367,594333600
2013-01-07,18.64285659790039,18.9035701751709,18.39999961853028,18.71071434020996,16.022626876831055,484156400
2013-01-08,18.90035629272461,18.996070861816406,18.616071701049805,18.761070251464844,16.06574249267578,458707200
2013-01-09,18.66071319580078,18.750356674194336,18.42821311950684,18.467857360839844,15.814655303955078,407604400
2013-01-10,18.876785278320312,18.882856369018555,18.41142845153809,18.696786880493164,16.010700225830078,601146000
2013-01-11,18.60714340209961,18.76142883300781,18.53642845153809,18.582143783569336,15.912522315979004,350506800
2013-01-14,17.952856063842773,18.125,17.80392837524414,17.91964340209961,15.34520149230957,734207600
2013-01-15,17.796428680419922,17.82107162475586,17.26357078552246,17.354286193847656,14.86106777191162,876772400
2013-01-16,17.665714263916016,18.194286346435547,17.58928680419922,18.074642181396484,15.477933883666992,690804800
2013-01-17,18.225357055664062,18.241071701049805,17.929643630981445,17.952856063842773,15.373650550842283,453678400
2013-01-18,17.804285049438477,17.93642807006836,17.72857093811035,17.85714340209961,15.291681289672852,472922800
2013-01-22,18.020000457763672,18.13857078552246,17.736785888671875,18.02750015258789,15.437570571899414,461546400
2013-01-23,18.17178535461425,18.39249992370605,18.02750015258789,18.357500076293945,15.720152854919434,861509600
2013-01-24,16.428571701049805,16.633214950561523,16.08035659790039,16.08928680419922,13.777809143066406,1460852400
2013-01-25,16.131786346435547,16.293928146362305,15.535714149475098,15.710000038146973,13.453007698059082,1208026400
2013-01-28,15.636786460876465,16.186071395874023,15.566429138183594,16.065357208251953,13.757315635681152,785517600
2013-01-29,16.375,16.435714721679688,16.14714241027832,16.366785049438477,14.015438079833984,571158000
2013-01-30,16.321428298950195,16.52142906188965,16.23214340209961,16.315357208251953,13.971399307250977,417155200
2013-01-31,16.320714950561523,16.402856826782227,16.249286651611328,16.267499923706055,13.930415153503418,319334400
2013-02-01,16.396785736083984,16.40999984741211,16.012500762939453,16.200714111328125,13.873228073120115,539484400
2013-02-04,16.211071014404297,16.283571243286133,15.785714149475098,15.79714298248291,13.527637481689451,477117200
2013-02-05,15.858928680419922,16.419286727905273,15.793571472167969,16.351428985595703,14.002290725708008,573347600
2013-02-06,16.302499771118164,16.66071319580078,16.163570404052734,16.33392906188965,13.987305641174316,593706400
2013-02-07,16.54464340209961,16.78571319580078,16.218570709228516,16.722143173217773,14.403203010559082,704580800
2013-02-08,16.928571701049805,17.100357055664062,16.72321319580078,16.963571548461914,14.611153602600098,633158400
2013-02-11,17.01785659790039,17.319286346435547,16.90178680419922,17.140356063842773,14.763413429260254,517490400
2013-02-12,17.125356674194336,17.22785758972168,16.704999923706055,16.71071434020996,14.393355369567873,609053200
2013-02-13,16.686071395874023,16.915714263916016,16.54357147216797,16.67892837524414,14.365979194641112,475207600
2013-02-14,16.59000015258789,16.84428596496582,16.5721435546875,16.663928985595703,14.353060722351074,355275200
2013-02-15,16.74464225769043,16.79142951965332,16.42571449279785,16.43428611755371,14.155263900756836,391745200
2013-02-19,16.467857360839844,16.526071548461914,16.20892906188965,16.428213119506836,14.150031089782717,435783600
2013-02-20,16.346071243286133,16.346071243286133,16.0285701751709,16.030357360839844,13.80734920501709,476302400
2013-02-21,15.928570747375488,16.041786193847656,15.8149995803833,15.930713653564451,13.721524238586426,447182400
2013-02-22,16.04464340209961,16.128570556640625,15.949999809265137,16.100357055664062,13.867640495300291,330654800
2013-02-25,16.20892906188965,16.25428581237793,15.806071281433104,15.814286231994627,13.621240615844728,372579200
2013-02-26,15.850713729858398,16.126428604125977,15.630714416503906,16.034643173217773,13.811040878295898,501499600
2013-02-27,16.015356063842773,16.158571243286133,15.737500190734863,15.8774995803833,13.675686836242676,587350400
2013-02-28,15.858928680419922,15.995356559753418,15.764286041259766,15.764286041259766,13.578174591064451,322515200
2013-03-01,15.64285659790039,15.649286270141602,15.35642910003662,15.373929023742676,13.241949081420898,552448400
2013-03-04,15.278571128845217,15.29285717010498,14.964285850524902,15.001786231994627,12.921412467956545,582755600
2013-03-05,15.052857398986816,15.542499542236328,15.026785850524902,15.397856712341309,13.262558937072754,638433600
2013-03-06,15.518214225769045,15.54464340209961,15.15821361541748,15.202142715454102,13.093988418579102,460250000
2013-03-07,15.160714149475098,15.428929328918455,15.037857055664062,15.377857208251951,13.24533462524414,468473600
2013-03-08,15.350000381469728,15.551071166992188,15.307499885559082,15.418571472167969,13.280402183532717,391482000
2013-03-11,15.348214149475098,15.678929328918455,15.183570861816406,15.638214111328123,13.469584465026855,474236000
2013-03-12,15.557143211364746,15.674285888671877,15.270357131958008,15.301071166992188,13.179194450378418,465911600
2013-03-13,15.301786422729492,15.51785659790039,15.191429138183594,15.298213958740234,13.17673683166504,405549200
2013-03-14,15.458213806152344,15.522856712341309,15.373213768005373,15.446429252624512,13.304394721984863,303875600
2013-03-15,15.64035701751709,15.865357398986816,15.616070747375488,15.845000267028809,13.647692680358888,643960800
2013-03-18,15.766071319580078,16.33785629272461,15.757143020629885,16.275714874267578,14.018680572509766,606197200
2013-03-19,16.41071319580078,16.463214874267578,16.01785659790039,16.231786727905273,13.980846405029297,526775200
2013-03-20,16.336429595947266,16.343929290771484,16.056785583496094,16.145713806152344,13.906704902648926,308660800
2013-03-21,16.079286575317383,16.356428146362305,16.075000762939453,16.168928146362305,13.926700592041016,383255600
2013-03-22,16.235000610351562,16.503570556640625,16.1825008392334,16.49678611755371,14.20909595489502,395105200
2013-03-25,16.596071243286133,16.7839298248291,16.492143630981445,16.556428909301758,14.260467529296877,501135600
2013-03-26,16.62285614013672,16.637142181396484,16.447500228881836,16.46928596496582,14.18540859222412,294294000
2013-03-27,16.302143096923828,16.314285278320312,16.09749984741211,16.145713806152344,13.906704902648926,331237200
2013-03-28,16.065000534057617,16.136428833007812,15.772143363952637,15.809286117553713,13.616935729980469,442839600
2013-04-01,15.782142639160156,15.846428871154783,15.276429176330566,15.318214416503906,13.193961143493652,389732000
2013-04-02,15.271429061889648,15.647856712341309,15.228570938110352,15.349642753601074,13.221033096313477,529519200
2013-04-03,15.406070709228516,15.617142677307127,15.368213653564451,15.428214073181152,13.288708686828612,363216000
2013-04-04,15.491429328918455,15.535714149475098,15.1875,15.275713920593262,13.157356262207031,358447600
2013-04-05,15.160714149475098,15.176786422729492,14.988571166992188,15.114286422729492,13.01831340789795,383695200
2013-04-08,15.173213958740234,15.26785659790039,15.088929176330566,15.22178554534912,13.110906600952148,300829200
2013-04-09,15.227143287658691,15.303570747375488,15.098214149475098,15.249285697937012,13.13459300994873,306614000
2013-04-10,15.28928565979004,15.609286308288574,15.214642524719238,15.560357093811035,13.402524948120115,375928000
2013-04-11,15.489999771118164,15.642499923706056,15.399999618530272,15.511786460876465,13.360690116882324,328364400
2013-04-12,15.505356788635254,15.505356788635254,15.3246431350708,15.350000381469728,13.22134494781494,238613200
2013-04-15,15.25,15.28178596496582,14.983928680419922,14.994643211364746,12.91525936126709,317520000
2013-04-16,15.056071281433104,15.23607063293457,15.020357131958008,15.222857475280762,13.111828804016112,305771200
2013-04-17,15.009642601013184,15.021429061889648,14.21821403503418,14.385713577270508,12.390772819519045,945056000
2013-04-18,14.463929176330566,14.49250030517578,13.919285774230955,14.001786231994627,12.060089111328123,666299200
2013-04-19,13.856071472167969,14.271429061889648,13.753570556640623,13.947500228881836,12.013330459594728,609274400
